condition_grouper_name,condition_grouper_canonical_url,condition_grouper_version,reporting_spec_grouper_snomed,reporting_spec_grouper_name,reporting_spec_grouper_canonical_url,reporting_spec_grouper_version
Hepatitis_E_Virus_infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/8010e398-244a-48f9-a21c-f2f191831149,1.0.0,7111000119109,Hepatitis E Virus Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-7111000119109,20241008
Listeriosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/92969634-a5e7-47df-b3ac-4ec1ddf60541,1.0.0,4241002,Listeriosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-4241002,20241008
Nonpestis_Yersiniosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/de6effca-c314-499d-9554-171d1241051e,1.0.0,83436008,Non-pestis Yersiniosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-83436008,20241008
NonPolio_Enterovirus_Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/daadfe59-aac8-4130-b57c-7d5de061fab9,1.0.0,53648006,Non-Polio Enterovirus Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-53648006,20241008
Norovirus_Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b460f7ca-c55a-4b50-9c74-8024a337a32d,1.0.0,721763002,Norovirus infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-721763002,20241008
Rotavirus_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b47a289a-e918-48ff-81de-501efb7f99c9,1.0.0,18624000,Rotavirus Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-18624000,20241008
Salmonella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/dbcb2fd9-fede-48e6-b931-5d6c7b0ca668,1.0.0,85904008,S. Paratyphi Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-85904008,20241008
Salmonella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/dbcb2fd9-fede-48e6-b931-5d6c7b0ca668,1.0.0,302231008,Salmonellosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-302231008,20241008
Salmonella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/dbcb2fd9-fede-48e6-b931-5d6c7b0ca668,1.0.0,4834000,S. Typhi Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-4834000,20241008
Salmonella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/dbcb2fd9-fede-48e6-b931-5d6c7b0ca668,1.0.0,79128009,S. Paratyphi Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-79128009,20241008
Salmonella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/dbcb2fd9-fede-48e6-b931-5d6c7b0ca668,1.0.0,5595000,S. Typhi Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-5595000,20241008
Shigellosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/28598028-951c-4279-a3c9-fc8df94e5acf,1.0.0,36188001,Shigellosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-36188001,20241008
Vibriosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/6c565524-1651-4372-b298-7f6a748c9f6e,1.0.0,398557001,Vibriosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-398557001,20241008
Candida_auris_infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/ad69000f-6f42-4bcd-bc41-a28f7782b949,1.0.0,3491000146109,Candida auris infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-3491000146109,20241008
Candida_auris_infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/ad69000f-6f42-4bcd-bc41-a28f7782b949,1.0.0,865929003,Candida auris infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-865929003,20241008
CarbapenemaseProducing_Organisms_CPO,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/9f928b2e-edef-477b-bc38-85b22be2093f,1.0.0,734350003,Carbapenemase-Producing Organisms (CPO),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-734350003,20241008
CarbapenemaseProducing_Organisms_CPO,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/9f928b2e-edef-477b-bc38-85b22be2093f,1.0.0,734351004,Carbapenemase-producing Carbapenem-resistant Enterobacteriaceae (CP-CRE),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-734351004,20241008
Carbapenemresistant_Organisms,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/0af28372-3743-4564-bac2-5f8e97affe95,1.0.0,726492000,Carbapenem-resistant Pseudomonas aeruginosa (CRPA),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-726492000,20241008
Carbapenemresistant_Organisms,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/0af28372-3743-4564-bac2-5f8e97affe95,1.0.0,715174007,Carbapenem-resistant Acinetobacter baumannii (CRAB),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-715174007,20241008
Catheterassociated_Urinary_Tract_Infection_CAUTI,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/e146ceb9-0496-4faf-929e-c072b3e60c35,1.0.0,700372006,Catheter-associated Urinary Tract Infection (CAUTI),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-700372006,20241008
Central_Lineassociated_Bloodstream_Infection_CLABSI,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/1df299f9-d3f0-4707-a80b-63e2746b8c2d,1.0.0,736152001,Central Line-associated Bloodstream Infection (CLABSI),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-736152001,20241008
Staphylococcal_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/8c68e1e9-691d-47b4-9aaf-095f1b4b89ea,1.0.0,419488004,Staphylococcal Enterotoxin B Poisoning,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-419488004,20241008
Staphylococcal_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/8c68e1e9-691d-47b4-9aaf-095f1b4b89ea,1.0.0,406602003,Staphylococcus aureus Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-406602003,20241008
Surgical_Site_Infection_SSI,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/74bc9530-adb7-41c4-a8d3-ee51f32caf4b,1.0.0,433202001,Surgical Site Infection (SSI),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-433202001,20241008
Vaccine_Adverse_Event,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/f5a1b09b-b30b-4ecf-a5cd-46316e605da3,1.0.0,293104008,Vaccine Adverse Event,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-293104008,20241008
Vaccinia_Disease_or_Adverse_Event,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/1e362aa1-bc25-47a7-ab90-789c39c07765,1.0.0,409636005,Vaccinia Disease or Adverse Event,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-409636005,20241008
Vancomycinresistant_Organisms,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/e9f6806a-0ee6-49c7-9d40-422c1829848d,1.0.0,406604002,Vancomycin-intermediate Staphylococcus aureus (VISA),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-406604002,20241008
Vancomycinresistant_Organisms,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/e9f6806a-0ee6-49c7-9d40-422c1829848d,1.0.0,404681006,Vancomycin-resistant Staphylococcus aureus (VRSA),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-404681006,20241008
Vancomycinresistant_Organisms,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/e9f6806a-0ee6-49c7-9d40-422c1829848d,1.0.0,406575008,Vancomycin-resistant Enterococci (VRE) Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-406575008,20241008
Ventilatorassociated_Event_VAE,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/5fa38c95-b9e4-4573-9576-763a0042b9ec,1.0.0,71695001,Ventilator-associated Event (VAE),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-71695001,20241008
Animal_Bite_Injury,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/23439cd9-59c7-46e7-80c7-a23bcb9accac,1.0.0,399907009,Animal Bite Injury,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-399907009,20241008
Drowning_and_Submersion,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/c05cab96-c023-4ee2-bb7d-071fb600be7b,1.0.0,212962007,Drowning and Submersion,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-212962007,20241008
Drug_Overdose_and_Poisoning_Nonopioid,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/bac3505f-0e55-4ca6-b3c3-d6088ac6a292,1.0.0,1149222004,"Drug Overdose and Poisoning, Non-opioid",https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-1149222004,20241008
Gunshot_Wound,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/0d9f5e2a-c8d2-47ae-bb03-2261fc06a65e,1.0.0,283545005,Gunshot Wound,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-283545005,20241008
Head_Injury,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/8f0541ec-9429-4449-be67-0a0f7e6fd61c,1.0.0,82271004,Head Injury,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-82271004,20241008
Motor_Vehicle_Injury,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/fb880669-25f6-4f9d-a7c9-08ab3a5ecad4,1.0.0,407153006,Motor Vehicle Injury,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-407153006,20241008
Suicide,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/633dd1b0-3674-4a55-adf2-381031e21a2f,1.0.0,44301001,Suicide,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-44301001,20241008
Acute_Flaccid_Myelitis_AFM,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/cd811f61-3abc-47ad-8fe5-cc62ee1ceb45,1.0.0,698293005,Acute Flaccid Myelitis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-698293005,20241008
Acute_Flaccid_Myelitis_AFM,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/cd811f61-3abc-47ad-8fe5-cc62ee1ceb45,1.0.0,47000000,Acute Flaccid Myelitis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-47000000,20241008
Acute_Flaccid_Myelitis_AFM,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/cd811f61-3abc-47ad-8fe5-cc62ee1ceb45,1.0.0,897031002,Acute Flaccid Myelitis (AFM),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-897031002,20241008
CreutzfeldtJakob_Disease_CJD_and_Variant_CreutzfeldtJakob_Disease_vCJD,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/e2d47ee8-a731-4a90-8fe7-5a224e1a5213,1.0.0,792004,Creutzfeldt-Jakob Disease (CJD) and Variant Creutzfeldt-Jakob Disease (vCJD),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-792004,20241008
Encephalitis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/74731f8c-a961-4b64-b485-1d7525019c58,1.0.0,45170000,Encephalitis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-45170000,20241008
GuillainBarr_Syndrome,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/406dc3d3-176c-452f-99ac-1842b0d960ea,1.0.0,40956001,Guillain-Barré Syndrome,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-40956001,20241008
Meningitis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b3f526be-a585-41bd-884b-2c89b4fb43f2,1.0.0,7180009,Meningitis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-7180009,20241008
Parkinsons_disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b8452faf-6516-466b-b3b8-7a8627fa29ca,1.0.0,49049000,Parkinson's disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-49049000,20241008
Prion_Disease_Human,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/406594b0-b870-4a31-9a38-a4a09446cfdb,1.0.0,20484008,Prion Disease (Human),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-20484008,20241008
Echinococcosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/58d28abc-b633-46a3-9776-4c1e139c0e8d,1.0.0,74942003,Echinococcosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-74942003,20241008
Scabies,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/43dfff8b-f6be-4b4a-8c6f-6d279c5e0560,1.0.0,128869009,Scabies,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-128869009,20241008
Strongyloidiasis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b7013449-4536-4626-89c5-0bbfa4a9d92e,1.0.0,1214006,Strongyloidiasis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-1214006,20241008
Blastomycosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/16cc5efb-e136-4909-bc02-6673de5badd1,1.0.0,69996000,Blastomycosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-69996000,20241008
Coccidioidomycosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/06f4a972-62b3-4e0f-affd-eb78e31085ef,1.0.0,60826002,Coccidioidomycosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-60826002,20241008
COVID19,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/07221093-b8a1-4b1d-8678-259277bfba64,1.0.0,186747009,COVID-19,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-186747009,20241008
COVID19,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/07221093-b8a1-4b1d-8678-259277bfba64,1.0.0,840539006,COVID-19,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-840539006,20241008
Cryptococcosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/08d5cef0-7dbc-43a8-8b69-1e2a27be8d47,1.0.0,42386007,Cryptococcosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-42386007,20241008
Hansens_disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/8a086d13-b6fd-4d7e-b202-fcb0564d3c02,1.0.0,81004002,Hansen’s disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-81004002,20241008
Histoplasmosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/3c779e64-dc72-48ba-ab18-d84736268664,1.0.0,12962009,Histoplasmosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-12962009,20241008
Legionellosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/8d474b49-983e-4ba9-8379-05dd8623faca,1.0.0,26726000,Legionellosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-26726000,20241008
Middle_East_Respiratory_Syndrome_MERS,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/3255f60e-59d6-4f89-846b-40e7e811c6bc,1.0.0,651000146102,Middle East Respiratory Syndrome (MERS),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-651000146102,20241008
Nontuberculous_Mycobacteria_Infection_Pulmonary,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/6a27d878-2981-4bfa-b210-619774127802,1.0.0,1731000119106,"Nontuberculous Mycobacteria Infection, Pulmonary",https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-1731000119106,20241008
Psittacosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/eacf2657-52ab-46c4-9015-01b86436cb84,1.0.0,75116005,Psittacosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-75116005,20241008
RSV,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/09de3a87-085a-4c72-b7ba-27caacc25ddb,1.0.0,55735004,Respiratory Syncytial Virus (RSV)-Associated Mortality,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-55735004,20241008
RSV,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/09de3a87-085a-4c72-b7ba-27caacc25ddb,1.0.0,6415009,Respiratory Syncytial Virus (RSV),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-6415009,20241008
Severe_Acute_Respiratory_Syndrome_SARS,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/354feb2f-f74c-4cdd-8f1d-2a4218096b4f,1.0.0,398447004,Severe Acute Respiratory Syndrome (SARS),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-398447004,20241008
Tuberculosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/ef5b6d5c-bc9e-4ad2-a2b4-d50abe8d8cfd,1.0.0,11999007,"Tuberculosis, Latent Infection (LTBI)",https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-11999007,20241008
Tuberculosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/ef5b6d5c-bc9e-4ad2-a2b4-d50abe8d8cfd,1.0.0,56717001,Tuberculosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-56717001,20241008
Asbestosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/62640327-6e96-4559-8f6b-4d305590a900,1.0.0,22607003,Asbestosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-22607003,20241008
Byssinosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/57f2ca46-ed5d-4429-bb8c-46ead0df24fe,1.0.0,85761009,Byssinosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-85761009,20241008
Chemical_Pneumonitis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/8f954b53-2f33-464c-ac07-7fc3c70d86e6,1.0.0,233733000,Chemical Pneumonitis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-233733000,20241008
Coal_Workers_Pneumoconiosis_CWP,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/df4c3914-5cd5-4364-95f5-59fc62fcd123,1.0.0,29422001,Coal Workers’ Pneumoconiosis (CWP),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-29422001,20241008
Farmers_Lung,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/c80f48ad-18c0-4fb3-88b9-5ba0bee638d9,1.0.0,18690003,Farmer’s Lung,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-18690003,20241008
Silicosis_or_pneumoconiosis_due_to_dust_containing_silica,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/e838c675-ff3e-415c-bef9-3a0c691e112b,1.0.0,805002,Silicosis or pneumoconiosis due to dust containing silica,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-805002,20241008
Workrelated_Asthma_WRA,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/af4790a3-ba2e-419e-ac3d-d0e024399ca9,1.0.0,57607007,Work-related Asthma (WRA),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-57607007,20241008
Chancroid,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/d647c446-f653-4e09-bc15-42d55c49771f,1.0.0,266143009,Chancroid,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-266143009,20241008
Chlamydia_trachomatis_infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/ecbcc071-0061-4a76-a984-b98137e9b233,1.0.0,105629000,Chlamydia,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-105629000,20241008
Chlamydia_trachomatis_infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/ecbcc071-0061-4a76-a984-b98137e9b233,1.0.0,240589008,Chlamydia trachomatis Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-240589008,20241008
Genital_Warts,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/d10b003e-be39-45ac-ae41-3490aee18f5e,1.0.0,266113007,Genital Warts,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-266113007,20241008
Gonorrhea,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/d5624804-b7a3-44e9-8d81-17bb48162304,1.0.0,15628003,Gonorrhea,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-15628003,20241008
Granuloma_Inguinale_Donovanosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/e920d507-f8d0-4d7a-8783-d2798d97e3eb,1.0.0,28867007,Granuloma Inguinale (Donovanosis),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-28867007,20241008
Herpes,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b0a00fd7-fae5-4e3e-b7a6-171028d2f777,1.0.0,91576008,"Herpes, Neonatal",https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-91576008,20241008
Herpes,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b0a00fd7-fae5-4e3e-b7a6-171028d2f777,1.0.0,33839006,"Herpes, Genital",https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-33839006,20241008
HIV_Infection_or_AIDS,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/e97e6fbb-3f25-41cb-ad9e-a165036ef845,1.0.0,86406008,HIV Infection or AIDS,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-86406008,20241008
HIV_Infection_or_AIDS,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/e97e6fbb-3f25-41cb-ad9e-a165036ef845,1.0.0,76981000119106,HIV Infection or AIDS,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-76981000119106,20241008
Nongonococcal_Urethritis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/cc179b10-e347-4aff-8b42-6c6666e0ff50,1.0.0,84619001,Nongonococcal Urethritis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-84619001,20241008
Ophthalmia_Neonatorum,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/9a84f893-eb81-4ac3-b00a-ef3ef928ed85,1.0.0,34298002,Ophthalmia Neonatorum,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-34298002,20241008
Pelvic_Inflammatory_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/7f62ece8-0955-4701-b8d5-6ddf1214ce20,1.0.0,198130006,Pelvic Inflammatory Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-198130006,20241008
Syphilis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/78356523-0253-421c-8230-a41bc7c44199,1.0.0,76272004,Syphilis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-76272004,20241008
Syphilis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/78356523-0253-421c-8230-a41bc7c44199,1.0.0,35742006,"Syphilis, Congenital",https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-35742006,20241008
Rheumatic_Fever,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/ca6a4759-c46d-4c77-bdcd-22aca3c94fb2,1.0.0,195528001,Rheumatic Fever,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-195528001,20241008
Rheumatic_Fever,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/ca6a4759-c46d-4c77-bdcd-22aca3c94fb2,1.0.0,58718002,Rheumatic Fever,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-58718002,20241008
Streptoccal_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/58980eef-1861-4ea0-95a6-486f57acf2da,1.0.0,240451000,Streptococcal Toxic Shock Syndrome,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-240451000,20241008
Streptoccal_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/58980eef-1861-4ea0-95a6-486f57acf2da,1.0.0,406612005,"Streptococcal disease, invasive, Group B",https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-406612005,20241008
Streptoccal_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/58980eef-1861-4ea0-95a6-486f57acf2da,1.0.0,406617004,Invasive Pneumococcal Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-406617004,20241008
Streptoccal_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/58980eef-1861-4ea0-95a6-486f57acf2da,1.0.0,406610002,"Streptococcal disease, invasive",https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-406610002,20241008
Streptoccal_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/58980eef-1861-4ea0-95a6-486f57acf2da,1.0.0,406614006,"Streptococcal disease, invasive, Group A",https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-406614006,20241008
Invasive_Cronobacter_Infection_Among_Infants,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/80a4d37b-47da-47d4-939a-3e92bf0c9e01,1.0.0,444664004,Invasive Cronobacter Infection Among Infants,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-444664004,20241008
Kawasaki_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/407595a2-d507-4e80-9537-fd2a8a3b8cbc,1.0.0,75053002,Kawasaki Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-75053002,20241008
Methemoglobinemia,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/75c6c468-a9ee-4300-ae19-45e1cc362077,1.0.0,38959009,Methemoglobinemia,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-38959009,20241008
MIS,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b4ea7ac2-a0dc-4ca0-9ab6-cad4b052b929,1.0.0,1119306006,Multisystem Inflammatory Syndrome in Adults (MIS-A),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-1119306006,20241008
MIS,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b4ea7ac2-a0dc-4ca0-9ab6-cad4b052b929,1.0.0,895448002,Multisystem Inflammatory Syndrome in Children (MIS-C),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-895448002,20241008
Reyes_Syndrome,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/5e8ffb05-cd8f-4bc3-a760-1da147b63252,1.0.0,74351001,Reye’s Syndrome,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-74351001,20241008
Agricultural_Chemicals_Fertilizer_Poisoning,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/a13c5fc6-8719-4f3b-bb09-3073b2d6b8c6,1.0.0,216809001,Agricultural Chemicals (Fertilizer) Poisoning,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-216809001,20241008
